Experiment ,Metal ,Concentration,Conc_unit,Response ,Duration,Date,Tube,L1,L2,L3,L4,L5,D1,D2,D3,D4,D5
1,Cu,0,TU,Survival,24,22/11/2022,A,21,17,12,19,NA,7,3,2,2,NA
1,Cu,0,TU,Survival,24,22/11/2022,B,24,20,16,18,NA,2,1,0,1,NA
1,Cu,0,TU,Survival,24,22/11/2022,C,16,22,9,20,NA,0,2,1,1,NA
1,Cu,0.2,TU,Survival,24,22/11/2022,D,3,5,7,5,NA,1,1,3,4,NA
1,Cu,0.2,TU,Survival,24,22/11/2022,E,16,1,24,23,NA,6,2,23,9,NA
1,Cu,0.2,TU,Survival,24,22/11/2022,F,15,10,9,24,NA,9,4,6,11,NA
1,Cu,0.4,TU,Survival,24,22/11/2022,G,5,11,13,18,NA,2,4,8,12,NA
1,Cu,0.4,TU,Survival,24,22/11/2022,H,19,16,8,11,NA,5,7,0,2,NA
1,Cu,0.4,TU,Survival,24,22/11/2022,I,4,5,5,17,NA,1,2,2,5,NA
1,Cu,1,TU,Survival,24,22/11/2022,J,4,4,13,7,NA,0,2,2,0,NA
1,Cu,1,TU,Survival,24,22/11/2022,K,11,8,12,5,NA,8,8,5,9,NA
1,Cu,1,TU,Survival,24,22/11/2022,L,13,5,3,7,NA,1,2,5,1,NA
1,Cu,2,TU,Survival,24,22/11/2022,M,1,6,9,1,NA,9,6,13,14,NA
1,Cu,2,TU,Survival,24,22/11/2022,N,9,6,3,3,NA,3,3,1,3,NA
1,Cu,2,TU,Survival,24,22/11/2022,O,8,7,6,8,NA,4,7,1,17,NA
1,Cu,4,TU,Survival,24,22/11/2022,P,8,6,5,5,NA,1,2,2,8,NA
1,Cu,4,TU,Survival,24,22/11/2022,Q,8,6,7,2,NA,1,6,4,4,NA
1,Cu,4,TU,Survival,24,22/11/2022,R,9,5,3,3,NA,4,1,2,3,NA
1,Cu,6,TU,Survival,24,22/11/2022,S,9,6,2,2,NA,6,5,5,7,NA
1,Cu,6,TU,Survival,24,22/11/2022,T,3,1,3,7,NA,13,17,10,24,NA
1,Cu,6,TU,Survival,24,22/11/2022,U,1,2,1,3,NA,9,4,5,10,NA
1,Cu,0,TU,Survival,48,23/11/2022,A,16,19,22,13,NA,7,3,2,2,NA
1,Cu,0,TU,Survival,48,23/11/2022,B,17,13,16,16,NA,2,1,0,1,NA
1,Cu,0,TU,Survival,48,23/11/2022,C,16,18,21,13,NA,4,4,2,6,NA
1,Cu,0.2,TU,Survival,48,23/11/2022,D,5,9,6,4,NA,8,14,9,8,NA
1,Cu,0.2,TU,Survival,48,23/11/2022,E,3,11,4,8,NA,18,11,7,6,NA
1,Cu,0.2,TU,Survival,48,23/11/2022,F,4,3,5,8,NA,2,3,6,4,NA
1,Cu,0.4,TU,Survival,48,23/11/2022,G,6,5,2,6,NA,4,7,5,11,NA
1,Cu,0.4,TU,Survival,48,23/11/2022,H,11,3,1,7,NA,2,9,5,6,NA
1,Cu,0.4,TU,Survival,48,23/11/2022,I,4,3,4,4,NA,3,6,9,12,NA
1,Cu,1,TU,Survival,48,23/11/2022,J,1,1,3,1,NA,2,2,3,7,NA
1,Cu,1,TU,Survival,48,23/11/2022,K,1,1,0,0,NA,8,12,11,22,NA
1,Cu,1,TU,Survival,48,23/11/2022,L,4,4,3,2,NA,6,8,7,7,NA
1,Cu,2,TU,Survival,48,23/11/2022,M,8,1,1,1,NA,5,18,17,10,NA
1,Cu,2,TU,Survival,48,23/11/2022,N,2,0,3,7,NA,3,6,6,5,NA
1,Cu,2,TU,Survival,48,23/11/2022,O,2,1,3,2,NA,12,7,22,7,NA
1,Cu,4,TU,Survival,48,23/11/2022,P,7,3,4,4,NA,5,20,13,18,NA
1,Cu,4,TU,Survival,48,23/11/2022,Q,2,6,0,3,NA,3,1,4,6,NA
1,Cu,4,TU,Survival,48,23/11/2022,R,1,1,0,2,NA,3,3,3,6,NA
1,Cu,6,TU,Survival,48,23/11/2022,S,0,4,8,1,NA,13,7,7,19,NA
1,Cu,6,TU,Survival,48,23/11/2022,T,5,1,2,2,NA,1,5,4,6,NA
1,Cu,6,TU,Survival,48,23/11/2022,U,3,5,1,6,NA,6,5,29,13,NA
1,Cu,0,TU,Survival,72,24/11/2022,A,14,12,15,21,NA,2,1,1,1,NA
1,Cu,0,TU,Survival,72,24/11/2022,B,13,14,20,20,NA,1,1,2,2,NA
1,Cu,0,TU,Survival,72,24/11/2022,C,12,17,10,23,NA,3,4,2,3,NA
1,Cu,0.2,TU,Survival,72,24/11/2022,D,5,5,6,7,NA,6,6,9,9,NA
1,Cu,0.2,TU,Survival,72,24/11/2022,E,12,6,3,0,NA,3,5,5,7,NA
1,Cu,0.2,TU,Survival,72,24/11/2022,F,3,6,0,4,NA,6,10,35,53,NA
1,Cu,0.4,TU,Survival,72,24/11/2022,G,4,7,4,1,NA,9,40,26,8,NA
1,Cu,0.4,TU,Survival,72,24/11/2022,H,4,3,4,3,NA,5,5,5,7,NA
1,Cu,0.4,TU,Survival,72,24/11/2022,I,7,9,1,1,NA,29,6,9,16,NA
1,Cu,1,TU,Survival,72,24/11/2022,J,4,6,1,7,NA,12,12,20,10,NA
1,Cu,1,TU,Survival,72,24/11/2022,K,1,2,2,2,NA,16,9,5,12,NA
1,Cu,1,TU,Survival,72,24/11/2022,L,7,1,3,10,NA,5,16,15,24,NA
1,Cu,2,TU,Survival,72,24/11/2022,M,0,7,1,2,NA,14,5,11,13,NA
1,Cu,2,TU,Survival,72,24/11/2022,N,2,1,5,2,NA,15,5,6,7,NA
1,Cu,2,TU,Survival,72,24/11/2022,O,4,4,5,3,NA,14,31,7,12,NA
1,Cu,4,TU,Survival,72,24/11/2022,P,6,5,7,2,NA,2,3,4,6,NA
1,Cu,4,TU,Survival,72,24/11/2022,Q,5,2,2,3,NA,11,8,5,9,NA
1,Cu,4,TU,Survival,72,24/11/2022,R,2,5,7,2,NA,2,2,4,5,NA
1,Cu,6,TU,Survival,72,24/11/2022,S,1,2,3,2,NA,5,7,4,4,NA
1,Cu,6,TU,Survival,72,24/11/2022,T,8,0,3,3,NA,5,2,4,14,NA
1,Cu,6,TU,Survival,72,24/11/2022,U,5,1,7,1,NA,9,16,5,17,NA
1,Cu,0,TU,Survival,96,25/11/2022,A,17,19,15,5,NA,2,2,3,3,NA
1,Cu,0,TU,Survival,96,25/11/2022,B,23,14,16,9,NA,3,3,1,2,NA
1,Cu,0,TU,Survival,96,25/11/2022,C,18,23,21,19,NA,1,0,2,2,NA
1,Cu,0.2,TU,Survival,96,25/11/2022,D,5,6,2,9,NA,3,6,5,4,NA
1,Cu,0.2,TU,Survival,96,25/11/2022,E,4,4,2,4,NA,2,4,9,8,NA
1,Cu,0.2,TU,Survival,96,25/11/2022,F,3,1,3,2,NA,28,23,12,18,NA
1,Cu,0.4,TU,Survival,96,25/11/2022,G,4,2,4,3,NA,3,9,5,6,NA
1,Cu,0.4,TU,Survival,96,25/11/2022,H,2,3,3,2,NA,25,20,42,37,NA
1,Cu,0.4,TU,Survival,96,25/11/2022,I,2,2,2,2,NA,18,32,10,40,NA
1,Cu,1,TU,Survival,96,25/11/2022,J,2,2,1,1,NA,4,8,5,5,NA
1,Cu,1,TU,Survival,96,25/11/2022,K,1,1,1,3,NA,4,6,5,5,NA
1,Cu,1,TU,Survival,96,25/11/2022,L,0,1,2,1,NA,1,3,3,5,NA
1,Cu,2,TU,Survival,96,25/11/2022,M,2,2,3,4,NA,6,4,1,4,NA
1,Cu,2,TU,Survival,96,25/11/2022,N,4,3,6,2,NA,7,3,2,5,NA
1,Cu,2,TU,Survival,96,25/11/2022,O,1,0,3,2,NA,3,3,3,5,NA
1,Cu,4,TU,Survival,96,25/11/2022,P,1,4,2,3,NA,6,8,2,4,NA
1,Cu,4,TU,Survival,96,25/11/2022,Q,4,1,2,7,NA,2,4,4,5,NA
1,Cu,4,TU,Survival,96,25/11/2022,R,3,0,8,7,NA,9,6,11,13,NA
1,Cu,6,TU,Survival,96,25/11/2022,S,0,1,3,1,NA,6,5,2,6,NA
1,Cu,6,TU,Survival,96,25/11/2022,T,2,1,0,3,NA,2,5,1,2,NA
1,Cu,6,TU,Survival,96,25/11/2022,U,3,1,2,1,NA,7,13,16,5,NA
1,Zn,0,TU,Survival,24,29/11/2022,A,5,3,4,4,NA,0,0,0,0,NA
1,Zn,0,TU,Survival,24,29/11/2022,B,3,4,3,3,NA,0,0,0,0,NA
1,Zn,0,TU,Survival,24,29/11/2022,C,2,3,3,2,NA,0,0,0,0,NA
1,Zn,0.02,TU,Survival,24,29/11/2022,D,6,1,5,3,NA,3,2,1,2,NA
1,Zn,0.02,TU,Survival,24,29/11/2022,E,2,2,3,2,NA,1,2,0,2,NA
1,Zn,0.02,TU,Survival,24,29/11/2022,F,0,3,2,3,NA,2,1,0,0,NA
1,Zn,0.2,TU,Survival,24,29/11/2022,G,2,7,5,7,NA,1,1,2,0,NA
1,Zn,0.2,TU,Survival,24,29/11/2022,H,1,2,1,4,NA,1,2,0,1,NA
1,Zn,0.2,TU,Survival,24,29/11/2022,I,1,2,2,3,NA,0,2,1,0,NA
1,Zn,2,TU,Survival,24,29/11/2022,J,2,2,4,2,NA,1,0,0,0,NA
1,Zn,2,TU,Survival,24,29/11/2022,K,2,0,4,2,NA,2,0,1,1,NA
1,Zn,2,TU,Survival,24,29/11/2022,L,3,2,2,2,NA,0,0,0,0,NA
1,Zn,4,TU,Survival,24,29/11/2022,M,4,2,1,1,NA,3,2,0,1,NA
1,Zn,4,TU,Survival,24,29/11/2022,N,2,1,1,1,NA,4,2,1,1,NA
1,Zn,4,TU,Survival,24,29/11/2022,O,2,4,3,0,NA,0,0,0,2,NA
1,Zn,6,TU,Survival,24,29/11/2022,P,1,4,4,2,NA,0,1,0,1,NA
1,Zn,6,TU,Survival,24,29/11/2022,Q,4,3,1,0,NA,2,1,0,2,NA
1,Zn,6,TU,Survival,24,29/11/2022,R,4,5,2,4,NA,0,0,0,2,NA
1,Zn,8,TU,Survival,24,29/11/2022,S,3,0,2,2,NA,1,1,0,0,NA
1,Zn,8,TU,Survival,24,29/11/2022,T,0,1,1,2,NA,0,1,1,0,NA
1,Zn,8,TU,Survival,24,29/11/2022,U,1,3,1,0,NA,1,1,1,0,NA
1,Zn,0,TU,Survival,48,30/11/2022,A,1,1,3,2,NA,0,0,1,0,NA
1,Zn,0,TU,Survival,48,30/11/2022,B,2,1,0,1,NA,1,1,0,0,NA
1,Zn,0,TU,Survival,48,30/11/2022,C,1,1,1,1,NA,0,0,0,0,NA
1,Zn,0.02,TU,Survival,48,30/11/2022,D,2,3,2,8,NA,2,3,5,0,NA
1,Zn,0.02,TU,Survival,48,30/11/2022,E,2,1,0,1,NA,3,1,1,1,NA
1,Zn,0.02,TU,Survival,48,30/11/2022,F,0,2,2,1,NA,4,1,1,2,NA
1,Zn,0.2,TU,Survival,48,30/11/2022,G,1,0,1,2,NA,2,1,3,3,NA
1,Zn,0.2,TU,Survival,48,30/11/2022,H,5,1,4,0,NA,0,3,1,0,NA
1,Zn,0.2,TU,Survival,48,30/11/2022,I,0,2,2,1,NA,0,2,1,0,NA
1,Zn,2,TU,Survival,48,30/11/2022,J,0,2,2,1,NA,0,1,1,0,NA
1,Zn,2,TU,Survival,48,30/11/2022,K,0,2,1,2,NA,1,0,0,0,NA
1,Zn,2,TU,Survival,48,30/11/2022,L,3,2,1,1,NA,1,5,1,6,NA
1,Zn,4,TU,Survival,48,30/11/2022,M,2,0,0,1,NA,1,0,2,1,NA
1,Zn,4,TU,Survival,48,30/11/2022,N,3,3,2,2,NA,6,0,1,0,NA
1,Zn,4,TU,Survival,48,30/11/2022,O,1,1,0,1,NA,5,1,4,1,NA
1,Zn,6,TU,Survival,48,30/11/2022,P,0,1,5,3,NA,2,1,1,1,NA
1,Zn,6,TU,Survival,48,30/11/2022,Q,1,1,1,1,NA,1,3,2,5,NA
1,Zn,6,TU,Survival,48,30/11/2022,R,4,0,5,1,NA,0,1,2,1,NA
1,Zn,8,TU,Survival,48,30/11/2022,S,0,1,1,2,NA,6,6,5,3,NA
1,Zn,8,TU,Survival,48,30/11/2022,T,0,0,0,1,NA,1,0,1,3,NA
1,Zn,8,TU,Survival,48,30/11/2022,U,0,0,1,1,NA,4,1,2,3,NA
1,Zn,0,TU,Survival,72,1/12/2022,A,2,1,1,1,NA,0,0,2,0,NA
1,Zn,0,TU,Survival,72,1/12/2022,B,2,2,3,1,NA,2,0,1,0,NA
1,Zn,0,TU,Survival,72,1/12/2022,C,1,0,1,1,NA,0,0,0,0,NA
1,Zn,0.02,TU,Survival,72,1/12/2022,D,3,1,5,2,NA,1,0,2,3,NA
1,Zn,0.02,TU,Survival,72,1/12/2022,E,1,3,0,1,NA,1,2,0,3,NA
1,Zn,0.02,TU,Survival,72,1/12/2022,F,3,1,1,0,NA,1,1,2,3,NA
1,Zn,0.2,TU,Survival,72,1/12/2022,G,0,2,1,0,NA,0,2,1,2,NA
1,Zn,0.2,TU,Survival,72,1/12/2022,H,3,2,1,3,NA,1,1,2,4,NA
1,Zn,0.2,TU,Survival,72,1/12/2022,I,0,2,1,0,NA,3,2,2,2,NA
1,Zn,2,TU,Survival,72,1/12/2022,J,2,1,1,2,NA,1,1,0,1,NA
1,Zn,2,TU,Survival,72,1/12/2022,K,0,3,0,2,NA,4,2,1,0,NA
1,Zn,2,TU,Survival,72,1/12/2022,L,0,1,2,0,NA,1,1,4,1,NA
1,Zn,4,TU,Survival,72,1/12/2022,M,1,0,2,0,NA,3,3,3,2,NA
1,Zn,4,TU,Survival,72,1/12/2022,N,1,1,1,1,NA,0,1,1,0,NA
1,Zn,4,TU,Survival,72,1/12/2022,O,0,0,0,2,NA,2,1,3,1,NA
1,Zn,6,TU,Survival,72,1/12/2022,P,0,2,1,1,NA,3,1,1,1,NA
1,Zn,6,TU,Survival,72,1/12/2022,Q,0,1,1,0,NA,2,0,3,1,NA
1,Zn,6,TU,Survival,72,1/12/2022,R,0,1,1,0,NA,1,1,1,0,NA
1,Zn,8,TU,Survival,72,1/12/2022,S,0,1,1,0,NA,2,5,3,3,NA
1,Zn,8,TU,Survival,72,1/12/2022,T,1,0,1,1,NA,1,2,2,1,NA
1,Zn,8,TU,Survival,72,1/12/2022,U,1,0,1,1,NA,1,0,4,1,NA
1,Zn,0,TU,Survival,96,2/12/2022,A,1,3,1,1,NA,0,1,1,0,NA
1,Zn,0,TU,Survival,96,2/12/2022,B,2,2,1,1,NA,0,0,0,0,NA
1,Zn,0,TU,Survival,96,2/12/2022,C,1,1,1,1,NA,0,0,0,1,NA
1,Zn,0.02,TU,Survival,96,2/12/2022,D,1,3,2,1,NA,3,0,1,1,NA
1,Zn,0.02,TU,Survival,96,2/12/2022,E,7,5,1,2,NA,4,2,1,3,NA
1,Zn,0.02,TU,Survival,96,2/12/2022,F,3,0,2,1,NA,1,1,0,0,NA
1,Zn,0.2,TU,Survival,96,2/12/2022,G,0,0,0,1,NA,2,1,3,1,NA
1,Zn,0.2,TU,Survival,96,2/12/2022,H,1,1,2,0,NA,1,1,0,1,NA
1,Zn,0.2,TU,Survival,96,2/12/2022,I,0,0,0,0,NA,0,1,1,1,NA
1,Zn,2,TU,Survival,96,2/12/2022,J,0,0,0,0,NA,2,0,1,1,NA
1,Zn,2,TU,Survival,96,2/12/2022,K,1,1,2,1,NA,2,2,3,2,NA
1,Zn,2,TU,Survival,96,2/12/2022,L,0,1,1,1,NA,2,1,2,1,NA
1,Zn,4,TU,Survival,96,2/12/2022,M,0,2,1,0,NA,1,2,0,2,NA
1,Zn,4,TU,Survival,96,2/12/2022,N,1,1,1,0,NA,0,2,2,2,NA
1,Zn,4,TU,Survival,96,2/12/2022,O,2,0,1,1,NA,1,1,0,1,NA
1,Zn,6,TU,Survival,96,2/12/2022,P,2,1,0,2,NA,1,1,1,2,NA
1,Zn,6,TU,Survival,96,2/12/2022,Q,2,1,0,0,NA,9,5,4,3,NA
1,Zn,6,TU,Survival,96,2/12/2022,R,0,1,0,0,NA,2,1,3,1,NA
1,Zn,8,TU,Survival,96,2/12/2022,S,0,0,1,0,NA,1,2,3,5,NA
1,Zn,8,TU,Survival,96,2/12/2022,T,0,1,1,1,NA,0,1,2,3,NA
1,Zn,8,TU,Survival,96,2/12/2022,U,1,1,0,1,NA,0,1,1,0,NA
1,Mixed,0,TTU,Survival,24,6/12/2022,A,12,11,18,10,NA,0,0,0,0,NA
1,Mixed,0,TTU,Survival,24,6/12/2022,B,17,18,20,19,NA,0,0,0,0,NA
1,Mixed,0,TTU,Survival,24,6/12/2022,C,8,10,13,16,NA,0,0,0,0,NA
1,Mixed,0.22,TTU,Survival,24,6/12/2022,D,8,6,9,3,NA,1,0,0,1,NA
1,Mixed,0.22,TTU,Survival,24,6/12/2022,E,4,5,4,4,NA,1,1,1,0,NA
1,Mixed,0.22,TTU,Survival,24,6/12/2022,F,6,4,6,8,NA,1,2,1,2,NA
1,Mixed,0.6,TTU,Survival,24,6/12/2022,G,8,6,6,6,NA,3,2,4,3,NA
1,Mixed,0.6,TTU,Survival,24,6/12/2022,H,4,5,3,6,NA,3,4,2,1,NA
1,Mixed,0.6,TTU,Survival,24,6/12/2022,I,7,3,1,5,NA,3,0,2,0,NA
1,Mixed,3,TTU,Survival,24,6/12/2022,J,5,3,2,0,NA,1,2,3,3,NA
1,Mixed,3,TTU,Survival,24,6/12/2022,K,7,8,4,5,NA,3,2,4,6,NA
1,Mixed,3,TTU,Survival,24,6/12/2022,L,4,7,5,3,NA,5,5,3,3,NA
1,Mixed,6,TTU,Survival,24,6/12/2022,M,5,5,0,3,NA,3,4,4,5,NA
1,Mixed,6,TTU,Survival,24,6/12/2022,N,6,2,2,4,NA,4,6,8,7,NA
1,Mixed,6,TTU,Survival,24,6/12/2022,O,7,6,3,2,NA,2,1,1,2,NA
1,Mixed,10,TTU,Survival,24,6/12/2022,P,6,3,9,5,NA,3,6,6,5,NA
1,Mixed,10,TTU,Survival,24,6/12/2022,Q,6,6,3,1,NA,0,4,5,7,NA
1,Mixed,10,TTU,Survival,24,6/12/2022,R,2,2,0,1,NA,6,3,3,1,NA
1,Mixed,14,TTU,Survival,24,6/12/2022,S,3,0,2,2,NA,2,5,5,5,NA
1,Mixed,14,TTU,Survival,24,6/12/2022,T,0,1,1,2,NA,6,7,3,4,NA
1,Mixed,14,TTU,Survival,24,6/12/2022,U,1,3,1,0,NA,6,8,9,1,NA
1,Mixed,0,TTU,Survival,48,7/12/2022,A,11,12,15,10,NA,0,0,0,0,NA
1,Mixed,0,TTU,Survival,48,7/12/2022,B,13,14,11,12,NA,0,1,0,0,NA
1,Mixed,0,TTU,Survival,48,7/12/2022,C,14,13,14,14,NA,0,0,0,0,NA
1,Mixed,0.22,TTU,Survival,48,7/12/2022,D,4,2,7,4,NA,4,2,0,1,NA
1,Mixed,0.22,TTU,Survival,48,7/12/2022,E,3,0,8,8,NA,3,2,0,0,NA
1,Mixed,0.22,TTU,Survival,48,7/12/2022,F,5,6,8,7,NA,1,1,1,2,NA
1,Mixed,0.6,TTU,Survival,48,7/12/2022,G,4,3,2,7,NA,1,2,1,1,NA
1,Mixed,0.6,TTU,Survival,48,7/12/2022,H,5,4,6,3,NA,4,2,0,3,NA
1,Mixed,0.6,TTU,Survival,48,7/12/2022,I,5,6,2,3,NA,1,2,1,1,NA
1,Mixed,3,TTU,Survival,48,7/12/2022,J,3,5,4,5,NA,2,2,1,2,NA
1,Mixed,3,TTU,Survival,48,7/12/2022,K,4,7,1,0,NA,3,1,1,3,NA
1,Mixed,3,TTU,Survival,48,7/12/2022,L,4,5,5,3,NA,4,4,3,7,NA
1,Mixed,6,TTU,Survival,48,7/12/2022,M,3,5,6,3,NA,4,4,3,3,NA
1,Mixed,6,TTU,Survival,48,7/12/2022,N,4,3,3,0,NA,3,5,6,4,NA
1,Mixed,6,TTU,Survival,48,7/12/2022,O,3,2,2,3,NA,4,5,7,5,NA
1,Mixed,10,TTU,Survival,48,7/12/2022,P,2,1,3,4,NA,3,6,4,5,NA
1,Mixed,10,TTU,Survival,48,7/12/2022,Q,2,2,5,0,NA,4,4,7,8,NA
1,Mixed,10,TTU,Survival,48,7/12/2022,R,0,0,2,1,NA,6,6,7,3,NA
1,Mixed,14,TTU,Survival,48,7/12/2022,S,1,2,1,3,NA,9,7,7,8,NA
1,Mixed,14,TTU,Survival,48,7/12/2022,T,2,1,0,3,NA,6,6,9,6,NA
1,Mixed,14,TTU,Survival,48,7/12/2022,U,1,0,2,1,NA,7,0,6,9,NA
1,Mixed,0,TTU,Survival,72,8/12/2022,A,13,10,11,9,NA,1,0,0,0,NA
1,Mixed,0,TTU,Survival,72,8/12/2022,B,14,11,11,10,NA,1,0,0,0,NA
1,Mixed,0,TTU,Survival,72,8/12/2022,C,11,17,16,14,NA,0,0,0,0,NA
1,Mixed,0.22,TTU,Survival,72,8/12/2022,D,2,8,4,5,NA,2,3,1,1,NA
1,Mixed,0.22,TTU,Survival,72,8/12/2022,E,4,4,6,5,NA,1,0,3,2,NA
1,Mixed,0.22,TTU,Survival,72,8/12/2022,F,3,5,4,6,NA,1,0,1,4,NA
1,Mixed,0.6,TTU,Survival,72,8/12/2022,G,4,4,3,2,NA,2,3,4,3,NA
1,Mixed,0.6,TTU,Survival,72,8/12/2022,H,1,1,4,5,NA,1,1,1,3,NA
1,Mixed,0.6,TTU,Survival,72,8/12/2022,I,3,3,4,2,NA,4,3,5,1,NA
1,Mixed,3,TTU,Survival,72,8/12/2022,J,1,2,4,5,NA,4,4,5,2,NA
1,Mixed,3,TTU,Survival,72,8/12/2022,K,3,6,2,1,NA,1,1,0,1,NA
1,Mixed,3,TTU,Survival,72,8/12/2022,L,3,2,1,3,NA,3,4,5,3,NA
1,Mixed,6,TTU,Survival,72,8/12/2022,M,3,1,0,2,NA,4,3,5,5,NA
1,Mixed,6,TTU,Survival,72,8/12/2022,N,3,4,2,1,NA,4,3,4,5,NA
1,Mixed,6,TTU,Survival,72,8/12/2022,O,3,3,4,5,NA,4,6,7,4,NA
1,Mixed,10,TTU,Survival,72,8/12/2022,P,1,0,0,1,NA,6,7,5,6,NA
1,Mixed,10,TTU,Survival,72,8/12/2022,Q,2,3,4,0,NA,5,5,7,4,NA
1,Mixed,10,TTU,Survival,72,8/12/2022,R,2,0,2,0,NA,4,2,3,4,NA
1,Mixed,14,TTU,Survival,72,8/12/2022,S,2,0,0,1,NA,7,8,5,5,NA
1,Mixed,14,TTU,Survival,72,8/12/2022,T,1,1,3,2,NA,6,8,9,9,NA
1,Mixed,14,TTU,Survival,72,9/12/2022,U,0,0,2,1,NA,8,7,3,8,NA
1,Mixed,0,TTU,Survival,96,9/12/2022,A,10,9,18,17,NA,1,0,0,0,NA
1,Mixed,0,TTU,Survival,96,9/12/2022,B,11,11,16,14,NA,0,0,1,0,NA
1,Mixed,0,TTU,Survival,96,9/12/2022,C,8,11,9,12,NA,1,0,0,0,NA
1,Mixed,0.22,TTU,Survival,96,9/12/2022,D,3,4,3,3,NA,2,2,1,2,NA
1,Mixed,0.22,TTU,Survival,96,9/12/2022,E,4,4,6,0,NA,2,1,1,2,NA
1,Mixed,0.22,TTU,Survival,96,9/12/2022,F,3,5,5,6,NA,2,2,2,2,NA
1,Mixed,0.6,TTU,Survival,96,9/12/2022,G,4,5,3,2,NA,3,2,1,1,NA
1,Mixed,0.6,TTU,Survival,96,9/12/2022,H,6,3,3,2,NA,2,2,1,3,NA
1,Mixed,0.6,TTU,Survival,96,9/12/2022,I,3,6,3,5,NA,3,2,1,0,NA
1,Mixed,3,TTU,Survival,96,9/12/2022,J,3,2,1,0,NA,2,2,2,2,NA
1,Mixed,3,TTU,Survival,96,9/12/2022,K,5,6,6,2,NA,2,2,3,3,NA
1,Mixed,3,TTU,Survival,96,9/12/2022,L,1,0,4,3,NA,1,0,3,4,NA
1,Mixed,6,TTU,Survival,96,9/12/2022,M,3,3,4,0,NA,5,6,4,2,NA
1,Mixed,6,TTU,Survival,96,9/12/2022,N,2,3,3,2,NA,3,3,4,1,NA
1,Mixed,6,TTU,Survival,96,9/12/2022,O,3,5,0,0,NA,4,5,3,1,NA
1,Mixed,10,TTU,Survival,96,9/12/2022,P,4,2,3,1,NA,3,4,5,2,NA
1,Mixed,10,TTU,Survival,96,9/12/2022,Q,3,3,5,1,NA,8,6,7,4,NA
1,Mixed,10,TTU,Survival,96,9/12/2022,R,0,2,3,2,NA,6,6,3,5,NA
1,Mixed,14,TTU,Survival,96,9/12/2022,S,3,4,5,2,NA,3,6,7,8,NA
1,Mixed,14,TTU,Survival,96,9/12/2022,T,0,2,0,0,NA,4,4,5,6,NA
1,Mixed,14,TTU,Survival,96,9/12/2022,U,2,1,2,1,NA,3,4,4,6,NA
2,Cu,0,TU,Survival,24,12/12/2022,A,22,23,20,21,NA,1,0,1,1,NA
2,Cu,0,TU,Survival,24,12/12/2022,B,23,24,22,20,NA,0,0,0,1,NA
2,Cu,0,TU,Survival,24,12/12/2022,C,21,22,23,23,NA,0,1,0,0,NA
2,Cu,0.04,TU,Survival,24,12/12/2022,D,21,22,19,23,NA,1,1,1,0,NA
2,Cu,0.04,TU,Survival,24,12/12/2022,E,18,24,23,23,NA,0,1,2,2,NA
2,Cu,0.04,TU,Survival,24,12/12/2022,F,22,23,24,22,NA,1,0,2,2,NA
2,Cu,0.08,TU,Survival,24,12/12/2022,G,23,23,24,20,NA,1,1,2,3,NA
2,Cu,0.08,TU,Survival,24,12/12/2022,H,22,23,25,23,NA,0,2,1,2,NA
2,Cu,0.08,TU,Survival,24,12/12/2022,I,20,23,24,21,NA,2,2,1,3,NA
2,Cu,0.12,TU,Survival,24,12/12/2022,J,21,23,24,19,NA,2,0,1,1,NA
2,Cu,0.12,TU,Survival,24,12/12/2022,K,23,22,21,20,NA,1,1,3,2,NA
2,Cu,0.12,TU,Survival,24,12/12/2022,L,23,21,24,22,NA,2,1,2,2,NA
2,Cu,0.2,TU,Survival,24,12/12/2022,M,17,15,14,16,NA,4,3,5,4,NA
2,Cu,0.2,TU,Survival,24,12/12/2022,N,16,15,13,17,NA,3,3,5,5,NA
2,Cu,0.2,TU,Survival,24,12/12/2022,O,14,15,13,16,NA,4,2,1,3,NA
2,Cu,0.4,TU,Survival,24,12/12/2022,P,12,11,11,10,NA,5,6,6,7,NA
2,Cu,0.4,TU,Survival,24,12/12/2022,Q,8,9,10,11,NA,8,5,6,4,NA
2,Cu,0.4,TU,Survival,24,12/12/2022,R,13,8,9,10,NA,5,5,6,7,NA
2,Cu,1,TU,Survival,24,12/12/2022,S,8,9,6,11,NA,8,8,7,6,NA
2,Cu,1,TU,Survival,24,12/12/2022,T,7,6,7,8,NA,9,6,7,9,NA
2,Cu,1,TU,Survival,24,12/12/2022,U,8,7,9,7,NA,10,8,7,7,NA
2,Cu,2,TU,Survival,24,12/12/2022,V,4,5,6,7,NA,11,12,10,9,NA
2,Cu,2,TU,Survival,24,12/12/2022,W,4,6,6,8,NA,9,8,11,11,NA
2,Cu,2,TU,Survival,24,12/12/2022,X,5,5,4,4,NA,10,9,11,12,NA
2,Cu,4,TU,Survival,24,12/12/2022,Y,3,4,3,3,NA,13,11,14,12,NA
2,Cu,4,TU,Survival,24,12/12/2022,Z,3,4,3,5,NA,14,13,13,15,NA
2,Cu,4,TU,Survival,24,12/12/2022,AA,3,3,4,5,NA,15,16,14,13,NA
2,Cu,6,TU,Survival,24,12/12/2022,AB,2,1,3,1,NA,19,20,21,19,NA
2,Cu,6,TU,Survival,24,12/12/2022,AC,2,2,1,1,NA,17,16,21,20,NA
2,Cu,6,TU,Survival,24,12/12/2022,AD,3,1,1,2,NA,21,22,18,19,NA
